MKT,SERIES,SYMBOL,SECURITY,PREV_CL_PR,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRICE,NET_TRDVAL,NET_TRDQTY,IND_SEC,CORP_IND,TRADES,HI_52_WK,LO_52_WK
Y, , ,BHARATBOND-APR31,      1425.53,      1425.80,      1425.94,      1425.76,      1425.94,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR32,      1297.60,      1297.85,      1298.81,      1297.85,      1298.81,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,BHARATBOND-APR33,      1259.48,      1259.73,      1260.06,      1259.72,      1260.06,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Ind Defence,      7786.75,      7799.15,      7989.80,      7793.25,      7945.95,0.00,0,Y, ,0,      9195.15,      3374.95
Y, , ,Nifty Ind Tourism,      8660.20,      8663.85,      8691.40,      8550.50,      8568.10,0.00,0,Y, ,0,      9497.20,      6058.05
Y, , ,Nifty Capital Mkt,      4682.65,      4688.55,      4720.20,      4657.90,      4688.70,0.00,0,Y, ,0,      4852.85,      2009.60
Y, , ,Nifty500Momentm50,     53337.05,     53446.35,     53648.45,     53212.65,     53421.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftyMS400 MQ 100,     47956.90,     48109.90,     48124.05,     47766.35,     47965.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,NiftySml250MQ 100,     44213.70,     44345.45,     44494.60,     44197.30,     44388.25,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 10 EW,      9991.05,      9994.65,     10000.20,      9930.10,      9947.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQL 30,     22934.10,     22938.30,     23127.20,     22915.45,     23046.95,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty AQLV 30,     21550.35,     21552.45,     21649.15,     21490.50,     21581.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty EV,      3204.15,      3210.00,      3221.55,      3197.65,      3203.60,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty HighBeta 50,      4040.25,      4049.70,      4059.40,      4020.45,      4043.75,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty New Consump,     12004.95,     12015.95,     12086.05,     11991.10,     12036.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Corp MAATR,     39696.60,     39717.70,     39819.20,     39561.95,     39614.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Low Vol 50,     25764.60,     25774.20,     25878.65,     25730.95,     25811.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Mobility,     23490.90,     23495.10,     23611.20,     23418.45,     23480.30,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Qlty LV 30,     17715.40,     17723.25,     17816.90,     17673.95,     17761.65,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Sml250 Q50,     25740.75,     25780.90,     25879.30,     25633.85,     25838.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 15 EW,     11068.20,     11065.30,     11110.60,     11028.00,     11050.05,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Alpha 30,     18305.85,     18304.35,     18433.75,     18295.05,     18362.40,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty100 Enh ESG,      5300.25,      5299.75,      5305.00,      5277.45,      5289.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty200 Value 30,     15055.55,     15116.10,     15171.15,     14956.95,     15042.10,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 EW,     14415.90,     14443.10,     14473.55,     14379.50,     14421.70,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Multi MQ 50,     41371.75,     41442.20,     41770.10,     41411.65,     41600.15,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Value 50,     15881.10,     15935.00,     15988.95,     15795.75,     15874.80,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty Top 20 EW,      9718.00,      9705.45,      9739.95,      9683.40,      9700.50,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty CoreHousing,     15730.80,     15774.95,     15972.45,     15749.55,     15929.70,0.00,0,Y, ,0,     17961.70,     13680.90
Y, , ,Nifty FinSerExBnk,     32381.50,     32368.55,     32472.30,     32184.30,     32332.45,0.00,0,Y, ,0,     32526.40,     21702.40
Y, , ,Nifty Housing,     12007.00,     12021.25,     12076.65,     12001.70,     12044.30,0.00,0,Y, ,0,     12386.30,      9839.70
Y, , ,Nifty IPO,      2062.65,      2062.35,      2063.45,      2036.95,      2039.25,0.00,0,Y, ,0,      2387.55,      1617.15
Y, , ,Nifty MS Fin Serv,     20956.00,     21026.05,     21091.80,     20877.60,     21005.70,0.00,0,Y, ,0,     21091.80,     12407.95
Y, , ,Nifty MS Ind Cons,     19168.65,     19228.30,     19288.85,     19141.65,     19234.75,0.00,0,Y, ,0,     20923.30,     14493.40
Y, , ,Nifty MS IT Telcm,     10250.00,     10255.30,     10273.55,     10146.45,     10176.70,0.00,0,Y, ,0,     11723.20,      7836.00
Y, , ,Nifty NonCyc Cons,     15874.50,     15854.45,     15951.45,     15830.85,     15914.55,0.00,0,Y, ,0,     18289.65,     13081.55
Y, , ,Nifty Rural,     16252.20,     16258.05,     16378.35,     16251.15,     16304.85,0.00,0,Y, ,0,     16378.35,     12304.35
Y, , ,Nifty Shariah 25,      8449.65,      8448.55,      8472.40,      8405.00,      8446.35,0.00,0,Y, ,0,      9449.55,      7121.55
Y, , ,Nifty Trans Logis,     26274.55,     26277.25,     26448.80,     26236.35,     26295.30,0.00,0,Y, ,0,     26459.70,     16828.35
Y, , ,Nifty50 Shariah,      4865.80,      4861.80,      4864.15,      4812.40,      4848.85,0.00,0,Y, ,0,      5677.90,      4235.90
Y, , ,Nifty500 LMS Eql,     18262.30,     18293.50,     18315.75,     18202.40,     18257.95,0.00,0,Y, ,0,     18838.10,     14014.40
Y, , ,Nifty500 Shariah,      7241.60,      7246.60,      7248.55,      7196.60,      7228.60,0.00,0,Y, ,0,      8238.85,      6004.55
Y, , ,Nifty500 Qlty50,     19032.85,     19068.50,     19106.60,     18969.70,     19050.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 LowVol50,     23338.65,     23357.40,     23412.00,     23291.80,     23342.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 MQVLv50,     32046.25,     32135.30,     32224.55,     31939.55,     32054.00,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty500 Flexicap,     10618.20,     10604.45,     10685.00,     10578.65,     10650.90,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty TMMQ 50,     41940.10,     42002.95,     42280.45,     41960.75,     42119.20,0.00,0,Y, ,0,         0.00,         0.00
Y, , ,Nifty FPI 150,      1638.95,      1639.85,      1641.40,      1631.75,      1635.55,0.00,0,Y, ,0,      1641.40,      1346.50
Y, , ,Nifty SME Emerge,     14433.10,     14446.20,     14452.15,     14280.90,     14286.75,0.00,0,Y, ,0,     17223.65,     11930.10
Y, , ,Nifty Internet,      1417.00,      1416.70,      1421.25,      1403.60,      1407.55,0.00,0,Y, ,0,      1501.90,      1056.45
Y, , ,Nifty Chemicals,     29054.50,     29081.45,     29286.00,     29001.80,     29221.50,0.00,0,Y, ,0,     31895.45,     25227.25
Y, , ,Nifty Waves,      2105.65,      2106.15,      2114.30,      2101.90,      2105.25,0.00,0,Y, ,0,      2789.80,      1885.85
Y, , ,Nifty InfraLog,     11553.65,     11563.45,     11626.30,     11532.85,     11574.70,0.00,0,Y, ,0,     11820.05,      9210.40
Y, , ,Nifty500 Health,     18850.45,     18870.75,     18935.25,     18793.80,     18819.55,0.00,0,Y, ,0,     19594.10,     16294.60
Y, , ,India VIX,9.4500,9.4500,10.2150,9.2925,10.0225,0,0,Y, ,0,23.1875,8.7200
 , , , , , , , , , , , , , , , 
 , , , , , , , , , , , , , , , 
 , , ,NIFTY 50 Sec, , , , , , , , , , , , 
N,EQ,ADANIENT,ADANI ENTERPRISES LIMITED,      2279.80,      2287.00,      2303.90,      2274.30,      2279.50,               1591661792.20,696380,Y, ,35281,      2695.00,      2026.55
N,EQ,ADANIPORTS,ADANI PORT & SEZ LTD,      1489.50,      1488.00,      1496.80,      1479.10,      1493.00,               1176346409.20,790039,Y, ,32128,      1549.00,      1010.75
N,EQ,APOLLOHOSP,APOLLO HOSPITALS ENTER. L,      7129.50,      7129.50,      7134.50,      7063.50,      7083.00,               2483281426.50,349588,Y, ,24829,      8099.50,      6001.00
N,EQ,ASIANPAINT,ASIAN PAINTS LIMITED,      2772.60,      2770.00,      2828.00,      2769.00,      2815.60,               2437581546.80,866733,Y, ,51756,      2985.70,      2124.75
N,EQ,AXISBANK,AXIS BANK LIMITED,      1266.90,      1274.20,      1289.70,      1270.00,      1285.80,               7936541948.30,6177100,Y, ,162722,      1304.00,       933.50
N,EQ,BAJAJ-AUTO,BAJAJ AUTO LIMITED,      9502.50,      9520.00,      9684.00,      9465.00,      9497.50,               2907466580.00,304245,Y, ,37006,      9684.00,      7089.35
N,EQ,BAJAJFINSV,BAJAJ FINSERV LTD.,      2038.40,      2040.00,      2045.90,      2030.00,      2039.20,               1337224713.60,656058,Y, ,37653,      2195.00,      1617.00
N,EQ,BAJFINANCE,BAJAJ FINANCE LIMITED,       990.45,       979.70,       999.15,       975.00,       978.75,              10373648642.60,10564157,Y, ,149389,      9788.00,       849.00
N,EQ,BEL,BHARAT ELECTRONICS LTD,       403.15,       402.85,       418.60,       402.80,       413.80,              10796654530.15,26097635,Y, ,217426,       436.00,       240.25
N,EQ,BHARTIARTL,BHARTI AIRTEL LIMITED,      2106.30,      2102.10,      2112.10,      2096.50,      2105.00,               5563055322.70,2642580,Y, ,130767,      2174.50,      1559.50
N,EQ,CIPLA,CIPLA LTD,      1511.60,      1511.00,      1525.00,      1507.20,      1519.80,               2325746394.60,1532549,Y, ,35259,      1673.00,      1335.00
N,EQ,COALINDIA,COAL INDIA LTD,       427.90,       430.95,       436.70,       423.50,       427.45,               7393961761.05,17258568,Y, ,202233,       436.70,       349.25
N,EQ,DRREDDY,DR. REDDY S LABORATORIES,      1256.10,      1256.00,      1262.30,      1245.00,      1250.00,               1485074503.10,1184386,Y, ,31452,      1405.90,      1020.00
N,EQ,EICHERMOT,EICHER MOTORS LTD,      7334.50,      7344.00,      7514.50,      7328.00,      7482.50,               3186457168.00,426798,Y, ,43626,      7514.50,      4646.00
N,EQ,ETERNAL,ETERNAL LIMITED,       284.15,       280.50,       284.00,       279.60,       281.80,               5438539074.80,19328131,Y, ,127298,       368.45,       194.80
N,EQ,GRASIM,GRASIM INDUSTRIES LTD,      2856.40,      2871.00,      2893.00,      2842.50,      2848.90,               2470880227.10,861522,Y, ,34508,      2977.80,      2276.95
N,EQ,HCLTECH,HCL TECHNOLOGIES LTD,      1640.20,      1625.00,      1633.50,      1580.10,      1607.60,               5202535373.30,3245802,Y, ,111403,      2012.20,      1302.75
N,EQ,HDFCBANK,HDFC BANK LTD,      1001.60,      1005.75,      1006.40,       976.30,       977.50,              27214119283.50,27647379,Y, ,382990,      2037.70,       939.10
N,EQ,HDFCLIFE,HDFC LIFE INS CO LTD,       754.85,       751.50,       765.40,       751.50,       759.30,               1025389981.85,1348153,Y, ,33926,       820.75,       584.30
N,EQ,HINDALCO,HINDALCO  INDUSTRIES  LTD,       925.70,       932.50,       937.90,       925.85,       931.70,               4918877391.55,5278463,Y, ,69732,       937.90,       546.45
N,EQ,HINDUNILVR,HINDUSTAN UNILEVER LTD.,      2348.00,      2341.50,      2394.00,      2336.40,      2384.10,               3196809605.50,1344113,Y, ,63047,      2422.00,      2244.70
N,EQ,ICICIBANK,ICICI BANK LTD.,      1355.40,      1354.20,      1375.50,      1352.60,      1371.50,               9474470607.30,6920565,Y, ,251280,      1500.00,      1186.00
N,EQ,INDIGO,INTERGLOBE AVIATION LTD,      5106.00,      5106.00,      5140.00,      5075.00,      5102.50,               3236429014.00,634271,Y, ,35810,      6232.50,      3945.00
N,EQ,INFY,INFOSYS LIMITED,      1640.40,      1637.00,      1637.00,      1583.10,      1606.40,               9485245520.40,5917885,Y, ,220171,      1982.80,      1307.00
N,EQ,ITC,ITC LTD,       350.05,       350.20,       353.95,       346.05,       349.70,              16954786530.50,48358124,Y, ,449885,       471.50,       345.25
N,EQ,JIOFIN,JIO FIN SERVICES LTD,       301.70,       301.80,       302.45,       298.85,       300.40,               2094327319.20,6971528,Y, ,65647,       338.60,       198.65
N,EQ,JSWSTEEL,JSW STEEL LIMITED,      1180.70,      1180.70,      1192.90,      1179.00,      1185.90,               1207345878.00,1017822,Y, ,46752,      1223.90,       880.00
N,EQ,KOTAKBANK,KOTAK MAHINDRA BANK LTD,      2195.10,      2196.90,      2206.70,      2182.00,      2190.90,               4788684707.60,2182849,Y, ,97726,      2301.90,      1723.75
N,EQ,LT,LARSEN & TOUBRO LTD.,      4163.40,      4162.90,      4195.00,      4132.80,      4150.40,               4860154233.80,1167460,Y, ,89730,      4195.00,      2965.30
N,EQ,M&M,MAHINDRA & MAHINDRA LTD,      3802.40,      3805.90,      3839.90,      3785.00,      3790.30,               5996125123.30,1574098,Y, ,99676,      3839.90,      2425.00
N,EQ,MARUTI,MARUTI SUZUKI INDIA LTD.,     16960.00,     17025.00,     17370.00,     16980.00,     17155.00,               5255523933.00,305668,Y, ,50038,     17370.00,     11059.45
N,EQ,MAXHEALTH,MAX HEALTHCARE INS LTD,      1062.60,      1062.60,      1062.60,      1048.50,      1050.50,               1605304631.40,1523489,Y, ,39443,      1314.30,       940.05
N,EQ,NESTLEIND,NESTLE INDIA LIMITED,      1279.70,      1279.00,      1320.00,      1278.50,      1314.60,               3143626819.80,2397082,Y, ,88405,      2515.00,      1084.70
N,EQ,NTPC,NTPC LTD,       352.10,       350.35,       354.80,       348.40,       350.60,               6409923863.25,18248271,Y, ,149755,       371.45,       292.80
N,EQ,ONGC,OIL AND NATURAL GAS CORP.,       241.46,       246.80,       246.80,       235.70,       238.09,               5077484856.21,21201434,Y, ,192399,       273.50,       205.00
N,EQ,POWERGRID,POWER GRID CORP. LTD.,       270.95,       271.25,       272.80,       268.70,       271.65,               3121920894.30,11526602,Y, ,62487,       322.00,       247.30
N,EQ,RELIANCE,RELIANCE INDUSTRIES LTD,      1592.30,      1593.00,      1611.80,      1575.30,      1578.10,              13835333400.10,8704973,Y, ,227204,      1611.80,      1114.85
N,EQ,SBILIFE,SBI LIFE INSURANCE CO LTD,      2067.40,      2067.40,      2094.90,      2063.20,      2075.60,               1640847405.90,788144,Y, ,45074,      2094.90,      1372.55
N,EQ,SBIN,STATE BANK OF INDIA,       998.95,      1000.00,      1015.50,      1000.00,      1005.55,              11344553289.35,11259060,Y, ,183843,      1015.50,       680.00
N,EQ,SHRIRAMFIN,SHRIRAM FINANCE LIMITED,      1010.35,      1013.50,      1014.80,       994.65,      1003.35,               4618381851.50,4603571,Y, ,88881,      3081.35,       493.35
N,EQ,SUNPHARMA,SUN PHARMACEUTICAL IND L,      1728.00,      1728.00,      1746.00,      1723.40,      1728.90,               2458755201.20,1416698,Y, ,55519,      1865.00,      1548.00
N,EQ,TATACONSUM,TATA CONSUMER PRODUCT LTD,      1170.70,      1165.00,      1191.00,      1165.00,      1182.10,               1798061223.40,1521762,Y, ,50509,      1202.80,       926.05
N,EQ,TATASTEEL,TATA STEEL LIMITED,       182.88,       182.88,       186.89,       182.87,       185.72,               5680401827.38,30646009,Y, ,186230,       186.94,       122.62
N,EQ,TCS,TATA CONSULTANCY SERV LT,      3250.70,      3240.50,      3247.00,      3191.00,      3216.10,               7540784169.40,2341703,Y, ,115281,      4322.95,      2866.60
N,EQ,TECHM,TECH MAHINDRA LIMITED,      1612.00,      1601.90,      1610.10,      1576.10,      1596.90,               1447910067.80,907810,Y, ,44510,      1736.40,      1209.40
N,EQ,TITAN,TITAN COMPANY LIMITED,      4051.70,      4051.70,      4094.00,      4046.00,      4079.70,               2566703033.80,629273,Y, ,48473,      4094.00,      2925.00
N,EQ,TMPV,TATA MOTORS PASS VEH LTD,       370.35,       370.35,       375.00,       369.10,       373.55,               3570310029.80,9591926,Y, ,124850,       421.55,       337.70
